Prodn Code,Part Name,Finish L,Finish B,Finish T,Order Quantity,Part Code,Barcode 1,Barcode 2,Part Material,Surface Top,Surface Bottom,EB Thickness,Edge Bottom,Edge Right,Edge Top,Edge Left,Grain,Grain Desc,Grain Prodn,Cutting L,Cutting B,Cutting T,Grain Path,Drill Info,Carcass or Shutter,Vendor Name,Multi Part ID,Annotation,Order Name,Sales Order,SKU Code,Order Start Date,Order Due Date,Customer Name,Handle Type,Vendor HW,Room,Part Count,Shutter Design,Store Name,Handle Side,Batch Number,Weight,Routing Number,Laying Number,Carton Number,Part Count per carton,Type of Packing
MBSDKMDKHMNXXXXXXXXXNAD-07200200180560,TOP PATTI 1,164,80,18,1,REG2297990000035,001127800352810000035A,001127800352810000035B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,ONE FRONT PULLOUT WITH S.S.-304 WIRE BASKETS-3 NOS,7.20E+12,162.4,78.4,18,-,SWKTML5049,CARCASS,ASSEMBLE,7,B06,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,35,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBSDKMDKHMNXXXXXXXXXNAD-07200200180560,TOP PATTI 2,164,80,18,1,REG2297990000036,001127800352810000036A,001127800352810000036B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,ONE FRONT PULLOUT WITH S.S.-304 WIRE BASKETS-3 NOS,7.20E+12,162.4,78.4,18,-,SWKTML5049,CARCASS,ASSEMBLE,7,B06,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,36,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBSDKMDKHMNXXXXXXXXXNAD-07200200180560,BACK PANEL,701,181,5.5,1,REG2297990000037,001127800352810000037A,001127800352810000037B,5.5MM-HDHMR-OSL-CASPANI,KINGSTON WHITE,KINGSTON WHITE,-,-,-,-,-,-,ONE FRONT PULLOUT WITH S.S.-304 WIRE BASKETS-3 NOS,7.20E+12,701,181,5.5,-,SWKTML5049,CARCASS,ASSEMBLE,7,B06,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,37,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBSDKMDKHMNXXXXXXXXXNAD-07200200180560,PULL OUT SHUTTER,716,197,18,1,REG2297990000038,001127800352810000038A,001127800352810000038B,18MM-HDHMR-OSR-KINGSTON WHITE,PT-INDIGO,KINGSTON WHITE,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,1,ONE FRONT PULLOUT WITH S.S.-304 WIRE BASKETS-3 NOS,7.20E+12,713,197,18,-,SWKTML5049,SHUTTER,ASSEMBLE,7,B06,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,ALU. HANDLE H-33,SPACEWOOD SOFT CLOSE HINGES,-,38,EDGE PROFILE-H-33,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBSBWMBWHMNXXXXXXXXXMAW-07200900180560,LEFT SIDE PANEL,720,560,18,1,REG2297990000039,001127800352810000039A,001127800352810000039B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,DRAWER UNIT WITH 2 MEDIUM AND 1 LARGE DRAWER. DRAWER FITTED WITH SOFT CLOSE MECHANISM,7.20E+12,720,560,18,-,SWKTML4956,CARCASS,ASSEMBLE,9,B07,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,39,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBSBWMBWHMNXXXXXXXXXMAW-07200900180560,RIGHT SIDE PANEL,720,560,18,1,REG2297990000040,001127800352810000040A,001127800352810000040B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,DRAWER UNIT WITH 2 MEDIUM AND 1 LARGE DRAWER. DRAWER FITTED WITH SOFT CLOSE MECHANISM,7.20E+12,720,560,18,-,SWKTML4956,CARCASS,ASSEMBLE,9,B07,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,40,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBSBWMBWHMNXXXXXXXXXMAW-07200900180560,BOTTOM PANEL,864,554,18,1,REG2297990000041,001127800352810000041A,001127800352810000041B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,DRAWER UNIT WITH 2 MEDIUM AND 1 LARGE DRAWER. DRAWER FITTED WITH SOFT CLOSE MECHANISM,7.20E+12,864,554,18,-,SWKTML4956,CARCASS,ASSEMBLE,9,B07,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,41,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBSBWMBWHMNXXXXXXXXXMAW-07200900180560,TOP PATTI 1,864,80,18,1,REG2297990000042,001127800352810000042A,001127800352810000042B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,DRAWER UNIT WITH 2 MEDIUM AND 1 LARGE DRAWER. DRAWER FITTED WITH SOFT CLOSE MECHANISM,7.20E+12,862.4,78.4,18,-,SWKTML4956,CARCASS,ASSEMBLE,9,B07,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,42,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBSBWMBWHMNXXXXXXXXXMAW-07200900180560,TOP PATTI 2,864,80,18,1,REG2297990000043,001127800352810000043A,001127800352810000043B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,DRAWER UNIT WITH 2 MEDIUM AND 1 LARGE DRAWER. DRAWER FITTED WITH SOFT CLOSE MECHANISM,7.20E+12,862.4,78.4,18,-,SWKTML4956,CARCASS,ASSEMBLE,9,B07,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,43,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBSBWMBWHMNXXXXXXXXXMAW-07200900180560,BACK PANEL,701,881,5.5,1,REG2297990000044,001127800352810000044A,001127800352810000044B,5.5MM-HDHMR-OSL-CASPANI,KINGSTON WHITE,KINGSTON WHITE,-,-,-,-,-,-,DRAWER UNIT WITH 2 MEDIUM AND 1 LARGE DRAWER. DRAWER FITTED WITH SOFT CLOSE MECHANISM,7.20E+12,701,881,5.5,-,SWKTML4956,CARCASS,ASSEMBLE,9,B07,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,44,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBSBWMBWHMNXXXXXXXXXMAW-07200900180560,BOT DRAWER FRONT,357,897,18,1,REG2297990000045,001127800352810000045A,001127800352810000045B,18MM-HDHMR-OSR-KINGSTON WHITE,PT-INDIGO,KINGSTON WHITE,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,1,DRAWER UNIT WITH 2 MEDIUM AND 1 LARGE DRAWER. DRAWER FITTED WITH SOFT CLOSE MECHANISM,7.20E+12,354,897,18,-,SWKTML4956,SHUTTER,ASSEMBLE,9,B07,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,ALU. HANDLE H-33,SPACEWOOD SOFT CLOSE HINGES,-,45,EDGE PROFILE-H-33,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBSBWMBWHMNXXXXXXXXXMAW-07200900180560,MID DRAWER FRONT,177,897,18,1,REG2297990000046,001127800352810000046A,001127800352810000046B,18MM-HDHMR-OSR-KINGSTON WHITE,PT-INDIGO,KINGSTON WHITE,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,1,DRAWER UNIT WITH 2 MEDIUM AND 1 LARGE DRAWER. DRAWER FITTED WITH SOFT CLOSE MECHANISM,7.20E+12,174,897,18,-,SWKTML4956,SHUTTER,ASSEMBLE,9,B07,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,ALU. HANDLE H-33,SPACEWOOD SOFT CLOSE HINGES,-,46,EDGE PROFILE-H-33,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBSBWMBWHMNXXXXXXXXXMAW-07200900180560,TOP DRAWER FRONT,177,897,18,1,REG2297990000047,001127800352810000047A,001127800352810000047B,18MM-HDHMR-OSR-KINGSTON WHITE,PT-INDIGO,KINGSTON WHITE,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,1,DRAWER UNIT WITH 2 MEDIUM AND 1 LARGE DRAWER. DRAWER FITTED WITH SOFT CLOSE MECHANISM,7.20E+12,174,897,18,-,SWKTML4956,SHUTTER,ASSEMBLE,9,B07,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,ALU. HANDLE H-33,SPACEWOOD SOFT CLOSE HINGES,-,47,EDGE PROFILE-H-33,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBSASMASHMNXXXXXXXXXMAP-07200600180560,LEFT SIDE PANEL,720,560,18,1,REG2297990000048,001127800352810000048A,001127800352810000048B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,DRAWER UNIT WITH 2 LARGE DRAWERS OF EQUAL SIZE. DRAWERS FITTED WITH SOFT CLOSE MECHANISM,7.20E+12,720,560,18,-,SWKTML4967,CARCASS,ASSEMBLE,8,B08,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,48,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBSASMASHMNXXXXXXXXXMAP-07200600180560,RIGHT SIDE PANEL,720,560,18,1,REG2297990000049,001127800352810000049A,001127800352810000049B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,DRAWER UNIT WITH 2 LARGE DRAWERS OF EQUAL SIZE. DRAWERS FITTED WITH SOFT CLOSE MECHANISM,7.20E+12,720,560,18,-,SWKTML4967,CARCASS,ASSEMBLE,8,B08,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,49,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBSASMASHMNXXXXXXXXXMAP-07200600180560,BOTTOM PANEL,564,554,18,1,REG2297990000050,001127800352810000050A,001127800352810000050B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,DRAWER UNIT WITH 2 LARGE DRAWERS OF EQUAL SIZE. DRAWERS FITTED WITH SOFT CLOSE MECHANISM,7.20E+12,564,554,18,-,SWKTML4967,CARCASS,ASSEMBLE,8,B08,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,50,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBSASMASHMNXXXXXXXXXMAP-07200600180560,TOP PATTI 1,564,80,18,1,REG2297990000051,001127800352810000051A,001127800352810000051B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,DRAWER UNIT WITH 2 LARGE DRAWERS OF EQUAL SIZE. DRAWERS FITTED WITH SOFT CLOSE MECHANISM,7.20E+12,562.4,78.4,18,-,SWKTML4967,CARCASS,ASSEMBLE,8,B08,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,51,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBSASMASHMNXXXXXXXXXMAP-07200600180560,TOP PATTI 2,564,80,18,1,REG2297990000052,001127800352810000052A,001127800352810000052B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,DRAWER UNIT WITH 2 LARGE DRAWERS OF EQUAL SIZE. DRAWERS FITTED WITH SOFT CLOSE MECHANISM,7.20E+12,562.4,78.4,18,-,SWKTML4967,CARCASS,ASSEMBLE,8,B08,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,52,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBSASMASHMNXXXXXXXXXMAP-07200600180560,BACK PANEL,701,581,5.5,1,REG2297990000053,001127800352810000053A,001127800352810000053B,5.5MM-HDHMR-OSL-CASPANI,KINGSTON WHITE,KINGSTON WHITE,-,-,-,-,-,-,DRAWER UNIT WITH 2 LARGE DRAWERS OF EQUAL SIZE. DRAWERS FITTED WITH SOFT CLOSE MECHANISM,7.20E+12,701,581,5.5,-,SWKTML4967,CARCASS,ASSEMBLE,8,B08,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,53,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBSASMASHMNXXXXXXXXXMAP-07200600180560,BOT DRAWER FRONT,357,597,18,1,REG2297990000054,001127800352810000054A,001127800352810000054B,18MM-HDHMR-OSR-KINGSTON WHITE,PT-INDIGO,KINGSTON WHITE,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,1,DRAWER UNIT WITH 2 LARGE DRAWERS OF EQUAL SIZE. DRAWERS FITTED WITH SOFT CLOSE MECHANISM,7.20E+12,354,597,18,-,SWKTML4967,SHUTTER,ASSEMBLE,8,B08,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,ALU. HANDLE H-33,SPACEWOOD SOFT CLOSE HINGES,-,54,EDGE PROFILE-H-33,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBSASMASHMNXXXXXXXXXMAP-07200600180560,TOP DRAWER FRONT,357,597,18,1,REG2297990000055,001127800352810000055A,001127800352810000055B,18MM-HDHMR-OSR-KINGSTON WHITE,PT-INDIGO,KINGSTON WHITE,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,1,DRAWER UNIT WITH 2 LARGE DRAWERS OF EQUAL SIZE. DRAWERS FITTED WITH SOFT CLOSE MECHANISM,7.20E+12,354,597,18,-,SWKTML4967,SHUTTER,ASSEMBLE,8,B08,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,ALU. HANDLE H-33,SPACEWOOD SOFT CLOSE HINGES,-,55,EDGE PROFILE-H-33,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBSENMENHMNXXXXXAIXXXXX-07200550180560,LEFT SIDE PANEL,720,560,18,1,REG2297990000056,001127800352810000056A,001127800352810000056B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,BASE UNIT WITH 1 SHUTTER AND 1 REMOVABLE SHELF - RHS,7.20E+12,720,560,18,-,SWKTML4198,CARCASS,ASSEMBLE,8,B09,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,56,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBSENMENHMNXXXXXAIXXXXX-07200550180560,RIGHT SIDE PANEL,720,560,18,1,REG2297990000057,001127800352810000057A,001127800352810000057B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,BASE UNIT WITH 1 SHUTTER AND 1 REMOVABLE SHELF - RHS,7.20E+12,720,560,18,-,SWKTML4198,CARCASS,ASSEMBLE,8,B09,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,57,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBSENMENHMNXXXXXAIXXXXX-07200550180560,BOTTOM PANEL,514,554,18,1,REG2297990000058,001127800352810000058A,001127800352810000058B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,BASE UNIT WITH 1 SHUTTER AND 1 REMOVABLE SHELF - RHS,7.20E+12,514,554,18,-,SWKTML4198,CARCASS,ASSEMBLE,8,B09,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,58,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBSENMENHMNXXXXXAIXXXXX-07200550180560,FIXED SHELF,514,525,18,1,REG2297990000059,001127800352810000059A,001127800352810000059B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,BASE UNIT WITH 1 SHUTTER AND 1 REMOVABLE SHELF - RHS,7.20E+12,514,525,18,-,SWKTML4198,CARCASS,ASSEMBLE,8,B09,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,59,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBSENMENHMNXXXXXAIXXXXX-07200550180560,TOP PATTI 1,514,80,18,1,REG2297990000060,001127800352810000060A,001127800352810000060B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,BASE UNIT WITH 1 SHUTTER AND 1 REMOVABLE SHELF - RHS,7.20E+12,512.4,78.4,18,-,SWKTML4198,CARCASS,ASSEMBLE,8,B09,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,60,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBSENMENHMNXXXXXAIXXXXX-07200550180560,TOP PATTI 2,514,80,18,1,REG2297990000061,001127800352810000061A,001127800352810000061B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,BASE UNIT WITH 1 SHUTTER AND 1 REMOVABLE SHELF - RHS,7.20E+12,512.4,78.4,18,-,SWKTML4198,CARCASS,ASSEMBLE,8,B09,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,61,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBSENMENHMNXXXXXAIXXXXX-07200550180560,BACK PANEL,701,531,5.5,1,REG2297990000062,001127800352810000062A,001127800352810000062B,5.5MM-HDHMR-OSL-CASPANI,KINGSTON WHITE,KINGSTON WHITE,-,-,-,-,-,-,BASE UNIT WITH 1 SHUTTER AND 1 REMOVABLE SHELF - RHS,7.20E+12,701,531,5.5,-,SWKTML4198,CARCASS,ASSEMBLE,8,B09,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,62,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
MBSENMENHMNXXXXXAIXXXXX-07200550180560,RH-SHUTTER,716,547,18,1,REG2297990000063,001127800352810000063A,001127800352810000063B,18MM-HDHMR-OSR-KINGSTON WHITE,PT-INDIGO,KINGSTON WHITE,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,MBL EDGE,1,BASE UNIT WITH 1 SHUTTER AND 1 REMOVABLE SHELF - RHS,7.20E+12,713,547,18,-,SWKTML4198,SHUTTER,ASSEMBLE,8,B09,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,ALU. HANDLE H-33,SPACEWOOD SOFT CLOSE HINGES,-,63,EDGE PROFILE-H-33,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
PASOYPOYHMNXXXXXXXXXFAP-19600300180560,LEFT SIDE PANEL,1960,560,18,1,REG2297990000064,001127800352810000064A,001127800352810000064B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,TALL STORAGE UNIT WITH 1 PULL OUT SHUTTER 6 REMOVABLE BASKETS. UNIT CLOSES SOFTLY,1.96E+13,1960,560,18,-,SWKTML8846,CARCASS,ASSEMBLE,8,B10,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,64,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
PASOYPOYHMNXXXXXXXXXFAP-19600300180560,RIGHT SIDE PANEL,1960,560,18,1,REG2297990000065,001127800352810000065A,001127800352810000065B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,TALL STORAGE UNIT WITH 1 PULL OUT SHUTTER 6 REMOVABLE BASKETS. UNIT CLOSES SOFTLY,1.96E+13,1960,560,18,-,SWKTML8846,CARCASS,ASSEMBLE,8,B10,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,65,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
PASOYPOYHMNXXXXXXXXXFAP-19600300180560,BOTTOM PANEL,554,264,18,1,REG2297990000066,001127800352810000066A,001127800352810000066B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,TALL STORAGE UNIT WITH 1 PULL OUT SHUTTER 6 REMOVABLE BASKETS. UNIT CLOSES SOFTLY,1.96E+13,554,264,18,-,SWKTML8846,CARCASS,ASSEMBLE,8,B10,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,66,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
PASOYPOYHMNXXXXXXXXXFAP-19600300180560,TOP PANEL,554,264,18,1,REG2297990000067,001127800352810000067A,001127800352810000067B,18MM-HDHMR-BSL-KINGSTON WHITE,KINGSTON WHITE,KINGSTON WHITE,1.5 & 0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,1.5 MATCHING EDGEBAND,0.8 MATCHING EDGEBAND,-,TALL STORAGE UNIT WITH 1 PULL OUT SHUTTER 6 REMOVABLE BASKETS. UNIT CLOSES SOFTLY,1.96E+13,554,264,18,-,SWKTML8846,CARCASS,ASSEMBLE,8,B10,0011278 - 0035281,REG229799,-,01-01-1970,01-01-1970,MAJESTIC NIFTY CONSTRUCTION AND INTERIORS LLP,-,-,-,67,-,ML KOLKATTA,-,ML KIT B00176,0,R01,-,-,0,Carton Packing
